   Counter   Asymmetry      DeltaX      DeltaY
      3013  -468.38574   -28.95492   -23.35564
      3014    85.34566   -36.12145    -8.12415
      3015   294.24274    18.99956    15.20954
      3016   182.03545  -195.57701   -15.33582
      3017   479.38971   -34.19148    30.14501
      3018  -910.27814     2.21559   -43.70076
      3019  1070.76465   -68.13922   -31.82050
      3020   226.45638    -6.45434    42.13932
      3021   387.37640   -72.91377   -30.18445
      3022 -1925.43079    24.77433   -41.48750
      3023   577.65057   -67.30926    42.77735
      3024  -765.68262  -125.36444   -28.55395
      3025 -1368.02246    16.06842   -74.42819
      3026 -1301.12622   -88.41035   -47.28144
      3027   385.68390    36.86576    18.30882
      3028   279.07217     8.53094     0.51071
      3029  -274.79193   -54.60617     6.51626
      3030 -1152.09155   -81.25215   -28.51311
      3031 -2148.07886    13.22197   -19.44054
      3032  -572.26410    -4.76487   -43.71840
      3033   275.73688   -60.02512    46.29127
      3034   233.85387    62.89473    12.99048
      3035 -2414.21387    17.71635   -56.07822
      3036  -937.80835   -67.47764   -41.23615
      3037   313.71103   -81.78545    -9.33815
      3038   221.61041    -8.62167    23.47570
      3039  1487.76550    33.54246    57.07846
      3040 -1139.51135    -4.80271    13.27573
      3041  1542.74402   107.41933    84.36358
      3042  -804.73865   156.19060    19.35981
      3043  1068.04700    -5.57215    48.32641
      3044  1500.65198   153.65044   108.15940
      3045   605.99957    -1.14989   -18.81947
      3046  -687.94690   -93.96638   -73.64234
      3047  1582.88208   144.42824    60.29768
      3048  1612.51782   -52.01065    33.65730
      3049  1433.28101    22.58832    33.31381
      3050   111.07586   -47.06321   -30.02810
      3051   553.40350   -70.56554    19.59893
      3052  1208.27295    51.70803    62.22971
      3053   -77.51587     6.49680    -8.58431
      3054  -262.49753   -62.91945   -17.66859
      3055   632.73816   -57.14259   -14.25713
      3056  -473.55670   -56.26259   -12.43193
      3057   434.47256    95.42017    38.32153
      3058    47.79411    94.23143    22.01181
      3059 -1595.30811  -165.86284   -54.29070
      3060  -577.37128    23.61553   -46.36450
      3061   626.60590   -18.88329   -26.40117
      3062 -1254.45605     0.67978   -57.03453
      3063    -3.24710   -57.18547    -2.11711
      3064  1485.19849    37.21542    43.48454
      3065  -368.85080    48.12846    -0.09523
      3066  -726.15546    23.20926   -41.74096
      3067   451.87396   -77.13757     7.15547
      3068  -113.60106    34.99236    22.63928
      3069   205.22238    14.25630    15.21258
      3070   873.91296    89.92955    26.73341
      3071   381.20682  -134.77817    -6.13242
      3072   692.95557    59.94374    39.69648
      3073  -303.07266     1.83274    20.45312
      3074  -708.76782     8.82481    -7.96176
      3075   852.15167   -27.12396   -30.83330
      3076 -1694.66760    25.16688   -53.81059
      3077   985.34210   -91.40078     5.06448
      3078   787.73737   -96.61839     4.65309
      3079  -242.70625   116.00329    38.97948
      3080   -28.38968   -97.66299   -20.01313
      3081  -289.30994    73.80902    32.61945
      3082  1139.19629    73.33006    31.49323
      3083   594.83990   -27.11285    -7.37841
      3084   485.66336    14.30772     4.90357
      3085   -87.54275   -48.74669    -3.64911
      3086 -1394.69604   -10.43022   -35.57617
      3087  1336.26953    88.50420    49.92436
      3088 -1096.16211    70.52263   -32.64991
      3089    71.22501   -12.45449    -6.85908
      3090    10.24130   -36.11022    24.59016
      3091  -316.58759   -10.85627   -38.53784
      3092   380.43118  -116.38038   -12.47935
      3093  1108.26086   -19.60528    27.03098
      3094  1107.59021    53.40664    24.21978
      3095  -368.16119    71.46653    60.16730
      3096   276.23093    29.70486    27.63256
      3097 -1291.91455     5.73947     0.24214
      3098   582.34247    52.57307    15.87564
      3099   -16.83979   -29.79650   -42.82531
      3100 -1401.64099   -38.75163   -46.31646
      3101  -715.27216    14.96176    -4.25864
      3102  -951.15533    50.51381    -7.59550
      3103  1006.63440    -1.37839    54.05682
      3104  -220.71745   -23.48314     1.49384
      3105   528.56024     3.53612   -32.40308
      3106  -816.50208   -12.38627    -9.25260
      3107   322.82629    66.99767    39.11091
      3108  1869.74377    69.35234    43.11909
      3109  1395.54224    29.54280    35.60781
      3110    -6.32109    63.38544    31.02696
      3111  -103.07259     2.98636    26.05743
      3112   489.69608    10.13118     4.53926
      3113   782.97522   -13.40801    10.79663
      3114   677.50195   -23.19390    38.81441
      3115 -1773.32166   -74.03940   -15.40134
      3116   544.78125   -57.50298    13.80205
      3117   907.49890   -36.58760    31.33038
      3118   982.79456   -42.21489    46.54810
      3119  -588.90985   -54.78669   -11.55005
      3120 -1093.11548  -100.97592   -44.68786
      3121  -487.82138     8.58061   -53.10084
      3122  -583.25146    41.70365   -13.77302
      3123   757.78125    89.77944    49.04892
      3124  -225.98961  -122.43458   -62.63678
      3125  1327.62134    22.65461    23.98676
      3126   106.76948    32.26412    22.38753
      3127   111.85364    48.42831    -3.29025
      3128   682.89764   -30.60431    19.19757
      3129  1449.36182   -39.57862    -0.46479
      3130  -597.93066   -16.40260   -42.55474
      3131  -600.62988    35.40117    -0.07557
      3132  -651.84100   -36.58240   -24.48442
      3133   427.97977   167.17503    37.70684
      3134  -175.44125   -63.73313    16.66811
      3135   794.88379    15.27806    25.67198
      3136  1300.34290    13.59494    29.56973
      3137   646.92664   -16.77905     0.79468
      3138  -506.01028    -2.37195    -0.19928
      3139  1150.05823    10.60680    36.68922
      3140   814.87689   -81.03445   -45.24679
      3141  -795.19336     5.24765   -18.61872
      3142   915.41571  -114.63022    15.50086
      3143   -71.33973    68.58810    24.48472
      3144   117.21367   -10.84423   -32.95786
      3145   -49.51024    73.48959   -20.71944
      3146  -190.63095   112.22157    63.15335
      3147 -1089.19214     9.57559    44.01802
      3148   219.86227   -18.05510    -9.15104
      3149  -121.12437   -46.16502    14.79419
      3150  1040.86536    55.19753    44.67801
      3151  -901.73938    94.88499   -45.71889
      3152  -735.80286    35.42018    -2.79288
      3153  -193.52187  -101.15726   -63.38468
      3154   168.81192   -71.94709    23.46871
      3155   551.28644     3.04291    10.95248
      3156  2092.09668   -91.76749    -7.86204
      3157   308.37555    28.63136    -2.76303
      3158  -583.60565   211.03477    48.33335
      3159    66.10561    -5.78616   -55.27735
      3160   719.78754    37.53395    20.96285
      3161  1100.41479    18.52957    27.85272
      3162   707.41882    69.29512    52.38215
      3163  -721.92010   -72.39501   -30.33562
      3164    90.00237   -11.96714   -32.16000
      3165  -346.60532   -56.81179   -33.36135
      3166   576.24512    23.34596    10.77913
      3167  -558.26654    23.61700    35.81263
      3168   122.85440   -67.54491   -11.87241
      3169  -220.01878   -40.33842   -30.99479
      3170   295.42758    11.06993    -0.87271
      3171  -305.87787   -20.96237   -36.40560
      3172   -81.44857    29.63959    25.28000
      3173   491.61649   -85.39397     4.59630
      3174   274.05682   -39.96127   -32.61302
      3175   167.96806   141.22641    37.80931
      3176  -425.28665    14.37891    14.96730
      3177   536.34845   207.35742    22.62969
      3178 -1496.65674   167.73100     6.29123
      3179   941.80316   -43.49119    24.68765
      3180  -794.62140   -12.80538    -1.14471
      3181  -541.51416   -14.92168   -17.29379
      3182   587.01080   -47.18167    20.77607
      3183  1541.18530   -72.95881    19.24010
      3184  1377.26587  -123.47752    41.99848
      3185   770.86993   -74.33226    21.11592
      3186   450.74109  -113.93192     0.11069
      3187  -112.20329   -83.24957   -38.34009
      3188  -263.89322   -46.77894   -53.33836
      3189   257.95102   -29.43901   -18.26618
      3190  1579.52551   -32.22839    34.12599
      3191   590.32440   111.72842    38.58141
      3192   248.73724    40.07581    22.53894
      3193  1519.29443    25.14495    46.86811
      3194 -1314.78076    -9.00136   -57.86269
      3195  -265.54089   -57.43176    -5.65958
      3196  1390.95837   124.03382    98.09635
      3197   133.83563   -12.77493    19.51556
      3198   845.30164   178.61259    59.05891
      3199 -1002.56677    22.92107   -25.25263
      3200   -93.75623    30.85265    28.52553
      3201  -330.64615     0.39190    19.46618
      3202  -512.86212   -43.29612   -29.33117
      3203   630.97003  -139.42938   -55.94363
      3204  1868.17822    -4.28573    67.12274
      3205    92.27843    45.77134    -4.07802
      3206  -299.78516   -92.93395    24.86556
      3207  -971.51898   -79.55042   -53.09292
      3208   -84.07269   -56.86028   -37.34599
      3209  1802.54407    39.39610    39.66394
      3210   728.53729   -22.71123   -10.00814
      3211 -1524.80884   -82.14447   -41.37532
      3212   586.84802   -37.73474   -17.13382
      3213  -273.16708    17.80044    -0.12609
      3214  -173.47379   -44.29437   -22.01201
      3215  1356.83069    48.44573    22.64596
      3216   792.04956    97.15320    20.23650
      3217  -349.21167    23.48697   -23.78299
      3218  1451.63184    58.70239    65.41292
      3219  -605.42255   -29.17159   -56.40620
      3220 -1587.40625    24.54053   -69.20892
      3221  1191.87366   140.75540    58.71150
      3222   504.88565    -4.14131     7.38428
      3223    56.60475   -28.82222    30.71317
      3224  -302.35117    52.65508    26.37440
      3225  -819.81366   -41.74008   -31.58636
      3226    -8.13576    20.42561    -9.85099
      3227  -363.22095   -32.66454   -37.15798
      3228   758.00226   -22.36385    25.87176
      3229  -442.06064    61.13434   -16.52309
      3230   695.08337     0.00486    50.97689
      3231   964.26495    46.28381    53.98338
      3232  -622.99658   -96.49432   -63.64695
      3233 -1290.80493   -38.65968   -58.10073
      3234   897.25452   -65.41980    22.21148
      3235   892.50793    70.92641    20.44649
      3236 -1267.64954    -0.18291   -15.98737
      3237   381.32941    11.59023    17.00181
      3238   -73.99080   -20.28024    11.69195
      3239   526.60828   -89.89163   -17.08768
      3240  -644.89008    77.71992   -27.32615
      3241  -439.78308  -151.51854   -52.52428
      3242   922.82275    57.20077    50.65739
      3243    -9.71173  -230.49602   -42.52464
      3244 -1176.48267    68.86420   -30.37021
      3245   357.45947   -62.94265    30.59212
      3246  -797.21118  -127.36267   -32.56388
      3247  -872.38165   -24.62164   -47.65880
      3248  1562.56799   -63.71054    52.07586
      3249   628.53754   -50.85114   -31.08077
      3250  -950.48572   -84.72346    28.57004
      3251   348.77383    -3.36825    -4.03851
      3252   227.15387    30.28931   -11.99118
      3253   706.19330    80.57479    48.40236
      3254 -1065.35730    19.89217   -51.12042
      3255  -803.38043    68.97597    13.23698
      3256  -792.16943    12.15499   -36.65365
      3257  -718.27179   108.28476    10.95413
      3258   638.23260   -50.00246     3.32138
      3259  -937.17383    24.49981   -35.90305
      3260  -629.24188   -79.30393   -16.93145
      3261 -1095.34241  -127.64312  -101.19417
      3262  -395.22635    41.63068   -32.76628
      3263   192.11249   -83.81740   -40.47480
      3264  -713.34119    36.72489    10.37210
      3265   542.47467    74.10538    48.78537
      3266  -875.86969    -1.97777   -30.18272
      3267  1548.15552    14.45797   101.69662
      3268  -657.61853    18.51013   -11.90008
      3269   705.66644    -8.90696    12.90818
      3270  -867.76801   -35.12766   -37.59668
      3271  -210.05385  -102.13327    -5.41578
      3272 -2220.04932   -41.81503   -82.29654
      3273  -941.29999   -30.16442    -3.50821
      3274   146.75896   -38.62234    -8.26052
      3275   105.78140   133.92558     9.50014
      3276   359.52316   -31.20669   -25.15192
      3277   647.87219    12.88787     6.58932
      3278  -218.68135   117.01727    -9.75134
      3279   425.54440    33.96704    42.62022
      3280   288.90189    26.47326    34.77280
      3281 -1424.47839     8.92609   -23.05540
      3282  -315.91055    52.00159    16.07487
      3283  -792.64056   128.52670     4.59867
      3284  -217.97572    45.84568   -23.73824
      3285  -358.91364   101.84249     3.01231
      3286   775.36810    42.25494    25.02829
      3287 -1348.62048   122.03117   -20.05778
      3288  -565.94238    62.12537   -26.59802
      3289  -219.39133   -47.37707   -34.44504
      3290  -235.68094   -33.05596    14.70063
      3291   -54.41652   -75.67182     0.65105
      3292   211.71153   -36.05499    -6.98459
      3293  -550.08795    -5.09040     6.41140
      3294 -1314.15454    33.63708     0.54879
      3295  -126.37845    22.13729     7.42661
      3296  -782.18475    42.09751   -11.45342
      3297   221.11177   -35.38678    42.99819
